醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5901113081,0,29,2020/03/08 17:03:42
5901113143,5,706,2020/03/08 17:03:42
5901113198,0,1596,2020/03/08 17:03:42
5901113205,0,2,2020/03/08 17:03:42
5901113223,2,178,2020/03/08 17:03:42
5901113250,0,1496,2020/03/08 17:03:42
5901113269,0,1759,2020/03/08 17:03:42
5901113296,0,3,2020/03/08 17:03:42
5901113312,12,10,2020/03/08 17:03:42
5901113330,0,1410,2020/03/08 17:03:42
5901113349,2,1004,2020/03/08 17:03:42
5901113367,0,562,2020/03/08 17:03:42
5901113376,4,3232,2020/03/08 17:03:42
5901113385,0,1131,2020/03/08 17:03:42
5901113394,0,620,2020/03/08 17:03:42
5901113438,0,1741,2020/03/08 17:03:42
5901113456,0,50,2020/03/08 17:03:42
5901113509,0,2,2020/03/08 17:03:42
5901113527,0,394,2020/03/08 17:03:42
5901113545,0,1346,2020/03/08 17:03:42
5901113554,289,37,2020/03/08 17:03:42
5901113563,0,893,2020/03/08 17:03:42
5901120022,0,274,2020/03/08 17:03:42
5901120139,0,1890,2020/03/08 17:03:42
5901120175,0,919,2020/03/08 17:03:42
5901120184,0,1539,2020/03/08 17:03:42
5901120308,0,1,2020/03/08 17:03:42
5901121421,0,1591,2020/03/08 17:03:42
5901121449,87,2111,2020/03/08 17:03:42
5901121501,0,958,2020/03/08 17:03:42
5901121574,0,416,2020/03/08 17:03:42
5901121583,0,1127,2020/03/08 17:03:42
5901121592,0,1901,2020/03/08 17:03:42
5901121618,0,886,2020/03/08 17:03:42
5901121627,0,309,2020/03/08 17:03:42
5901121734,0,223,2020/03/08 17:03:42
5901121798,0,1744,2020/03/08 17:03:42
5901121823,570,2072,2020/03/08 17:03:42
5901121841,0,1036,2020/03/08 17:03:42
5901121850,18,0,2020/03/08 17:03:42
5901121869,18,2060,2020/03/08 17:03:42
5901121896,1,1678,2020/03/08 17:03:42
5901121903,0,1396,2020/03/08 17:03:42
5901121912,0,1279,2020/03/08 17:03:42
5901121930,0,1076,2020/03/08 17:03:42
5901121958,0,664,2020/03/08 17:03:42
5901121976,0,1068,2020/03/08 17:03:42
5901121985,107,2338,2020/03/08 17:03:42
5901122026,4,2892,2020/03/08 17:03:42
5901122035,0,2605,2020/03/08 17:03:42
5901150011,0,932,2020/03/08 17:03:42
5901150057,0,285,2020/03/08 17:03:42
5901150128,0,1061,2020/03/08 17:03:42
5901150146,0,1521,2020/03/08 17:03:42
5901150235,0,110,2020/03/08 17:03:42
5901150244,0,460,2020/03/08 17:03:42
5901150253,0,2326,2020/03/08 17:03:42
5901150271,0,1522,2020/03/08 17:03:42
5901150280,1,0,2020/03/08 17:03:42
5901150342,0,2009,2020/03/08 17:03:42
5901150351,0,1198,2020/03/08 17:03:42
5901150397,0,2807,2020/03/08 17:03:42
5901150459,0,1849,2020/03/08 17:03:42
5901150468,0,1386,2020/03/08 17:03:42
5901150511,0,1075,2020/03/08 17:03:42
5901150548,0,1550,2020/03/08 17:03:42
5901150575,3,1443,2020/03/08 17:03:42
5901150593,0,1010,2020/03/08 17:03:42
5901150600,0,1005,2020/03/08 17:03:42
5901150682,0,745,2020/03/08 17:03:42
5901150771,0,1369,2020/03/08 17:03:42
5901150815,0,2711,2020/03/08 17:03:42
5901151956,0,1776,2020/03/08 17:03:42
5901152051,0,289,2020/03/08 17:03:42
5901152079,0,1070,2020/03/08 17:03:42
5901152122,0,1850,2020/03/08 17:03:42
5901152131,0,1990,2020/03/08 17:03:42
5901152186,0,2282,2020/03/08 17:03:42
5901152293,0,812,2020/03/08 17:03:42
5901152453,12,996,2020/03/08 17:03:42
5901152471,0,2606,2020/03/08 17:03:42
5901152604,0,173,2020/03/08 17:03:42
5901152640,0,2075,2020/03/08 17:03:42
5901152659,0,162,2020/03/08 17:03:42
5901152686,0,1795,2020/03/08 17:03:42
5901152739,0,1512,2020/03/08 17:03:42
5901152748,0,125,2020/03/08 17:03:42
5901152793,0,1103,2020/03/08 17:03:42
5901152837,0,2168,2020/03/08 17:03:42
5901152873,0,760,2020/03/08 17:03:42
5901152882,4,2072,2020/03/08 17:03:42
5901152971,0,1305,2020/03/08 17:03:42
5901153058,0,2067,2020/03/08 17:03:42
5901153101,0,696,2020/03/08 17:03:42
5901153110,0,511,2020/03/08 17:03:42
5901153245,0,1689,2020/03/08 17:03:42
5901153263,2,519,2020/03/08 17:03:42
5901153272,0,130,2020/03/08 17:03:42
5901153325,0,1020,2020/03/08 17:03:42
5901153405,0,1415,2020/03/08 17:03:42
5901153432,0,457,2020/03/08 17:03:42
5901153487,0,770,2020/03/08 17:03:42
5901153496,0,682,2020/03/08 17:03:42
5901153503,6,2055,2020/03/08 17:03:42
5901153521,1,4,2020/03/08 17:03:42
5901153567,0,400,2020/03/08 17:03:42
5901153585,0,109,2020/03/08 17:03:42
5901153656,0,907,2020/03/08 17:03:42
5901153665,0,1781,2020/03/08 17:03:42
5901153674,0,500,2020/03/08 17:03:42
5901153683,0,1463,2020/03/08 17:03:42
5901153709,0,473,2020/03/08 17:03:42
5901153727,0,113,2020/03/08 17:03:42
5901153745,0,451,2020/03/08 17:03:42
5901153781,0,72,2020/03/08 17:03:42
5901153790,0,280,2020/03/08 17:03:42
5901153807,0,110,2020/03/08 17:03:42
5901153816,0,334,2020/03/08 17:03:42
5901153825,0,719,2020/03/08 17:03:42
5901153852,0,844,2020/03/08 17:03:42
5901153861,0,756,2020/03/08 17:03:42
5901153870,1,636,2020/03/08 17:03:42
5901153889,0,1027,2020/03/08 17:03:42
5901153898,0,475,2020/03/08 17:03:42
5901160044,0,408,2020/03/08 17:03:42
5901160053,0,1173,2020/03/08 17:03:42
5901160062,1,1012,2020/03/08 17:03:42
5901160099,0,1570,2020/03/08 17:03:42
5901160142,0,1094,2020/03/08 17:03:42
5901160197,6,281,2020/03/08 17:03:42
5901160222,0,1039,2020/03/08 17:03:42
5901160277,0,617,2020/03/08 17:03:42
5901160286,0,244,2020/03/08 17:03:42
5901160320,0,2389,2020/03/08 17:03:42
5901160400,3,2451,2020/03/08 17:03:42
5901160428,2,148,2020/03/08 17:03:42
5901160517,0,1336,2020/03/08 17:03:42
5901160544,490,1645,2020/03/08 17:03:42
5901160562,0,1915,2020/03/08 17:03:42
5901160704,0,5,2020/03/08 17:03:42
5901160802,0,737,2020/03/08 17:03:42
5901161890,24,2217,2020/03/08 17:03:42
5901161934,3,110,2020/03/08 17:03:42
5901161961,0,2534,2020/03/08 17:03:42
5901161998,0,1416,2020/03/08 17:03:42
5901162002,0,2432,2020/03/08 17:03:42
5901162066,0,65,2020/03/08 17:03:42
5901162119,2,1890,2020/03/08 17:03:42
5901162173,0,543,2020/03/08 17:03:42
5901162182,0,757,2020/03/08 17:03:42
5901162306,0,573,2020/03/08 17:03:42
5901162459,0,253,2020/03/08 17:03:42
5901162477,0,1631,2020/03/08 17:03:42
5901162520,0,1726,2020/03/08 17:03:42
5901162780,0,916,2020/03/08 17:03:42
5901162806,0,1066,2020/03/08 17:03:42
5901162815,0,942,2020/03/08 17:03:42
5901162833,0,697,2020/03/08 17:03:42
5901162879,0,278,2020/03/08 17:03:42
5901163027,0,20,2020/03/08 17:03:42
5901163107,0,1537,2020/03/08 17:03:42
5901163152,0,2055,2020/03/08 17:03:42
5901163214,0,885,2020/03/08 17:03:42
5901163241,0,1551,2020/03/08 17:03:42
5901163250,0,1415,2020/03/08 17:03:42
5901163269,0,469,2020/03/08 17:03:42
5901163296,0,599,2020/03/08 17:03:42
5901163312,0,2280,2020/03/08 17:03:42
5901163330,600,279,2020/03/08 17:03:42
5901163376,0,205,2020/03/08 17:03:42
5901163394,0,836,2020/03/08 17:03:42
5901163410,0,1201,2020/03/08 17:03:42
5901163429,0,806,2020/03/08 17:03:42
5901163438,0,1019,2020/03/08 17:03:42
5901163465,12,35,2020/03/08 17:03:42
5901163474,0,2119,2020/03/08 17:03:42
5901163483,0,2997,2020/03/08 17:03:42
5901163492,0,407,2020/03/08 17:03:42
5901163509,0,232,2020/03/08 17:03:42
5901163518,1,1358,2020/03/08 17:03:42
5901163527,0,855,2020/03/08 17:03:42
5901170022,1,2193,2020/03/08 17:03:42
5901170040,0,362,2020/03/08 17:03:42
5901170059,0,1551,2020/03/08 17:03:42
5901170139,0,2894,2020/03/08 17:03:42
5901170184,24,1555,2020/03/08 17:03:42
5901170255,0,1632,2020/03/08 17:03:42
5901170264,1,2002,2020/03/08 17:03:42
5901170335,0,2585,2020/03/08 17:03:42
5901170399,0,1271,2020/03/08 17:03:42
5901170433,0,852,2020/03/08 17:03:42
5901170442,0,180,2020/03/08 17:03:42
5901170648,6,1907,2020/03/08 17:03:42
5901170906,0,1287,2020/03/08 17:03:42
5901170915,0,2552,2020/03/08 17:03:42
5901172071,0,1875,2020/03/08 17:03:42
5901172160,0,1306,2020/03/08 17:03:42
5901172179,0,2070,2020/03/08 17:03:42
5901172197,0,1949,2020/03/08 17:03:42
5901172213,0,2520,2020/03/08 17:03:42
5901172240,0,1111,2020/03/08 17:03:42
5901172268,0,402,2020/03/08 17:03:42
5901172508,0,318,2020/03/08 17:03:42
5901172544,0,1041,2020/03/08 17:03:42
5901172580,671,2250,2020/03/08 17:03:42
5901172651,5,1189,2020/03/08 17:03:42
5901172688,0,2161,2020/03/08 17:03:42
5901172697,0,926,2020/03/08 17:03:42
5901172704,0,1905,2020/03/08 17:03:42
5901172740,0,557,2020/03/08 17:03:42
5901172786,0,1838,2020/03/08 17:03:42
5901172820,0,845,2020/03/08 17:03:42
5901172839,0,1909,2020/03/08 17:03:42
5901172857,167,2447,2020/03/08 17:03:42
5901172924,0,2185,2020/03/08 17:03:42
5901172933,0,672,2020/03/08 17:03:42
5901172964,0,793,2020/03/08 17:03:42
5901173041,0,1901,2020/03/08 17:03:42
5901173050,1,1830,2020/03/08 17:03:42
5901173176,0,2156,2020/03/08 17:03:42
5901173201,0,1677,2020/03/08 17:03:42
5901173210,0,1185,2020/03/08 17:03:42
5901173238,3,1636,2020/03/08 17:03:42
5901173283,0,2306,2020/03/08 17:03:42
5901173292,0,2344,2020/03/08 17:03:42
5901173372,0,1752,2020/03/08 17:03:42
5901173390,0,2254,2020/03/08 17:03:42
5901173407,0,1972,2020/03/08 17:03:42
5901173498,0,2186,2020/03/08 17:03:42
5901173587,0,412,2020/03/08 17:03:42
5901173603,0,4,2020/03/08 17:03:42
5901173658,1,2899,2020/03/08 17:03:42
5901173676,0,1812,2020/03/08 17:03:42
5901173685,0,113,2020/03/08 17:03:42
5901173694,0,840,2020/03/08 17:03:42
5901173701,0,1301,2020/03/08 17:03:42
5901173710,3,888,2020/03/08 17:03:42
5901173729,0,1957,2020/03/08 17:03:42
5901173738,138,2219,2020/03/08 17:03:42
5901173747,297,1869,2020/03/08 17:03:42
5901173756,0,1020,2020/03/08 17:03:42
5901173765,0,917,2020/03/08 17:03:42
5901173774,47,1065,2020/03/08 17:03:42
5901173783,0,1963,2020/03/08 17:03:42
5901173792,0,1465,2020/03/08 17:03:42
5901173809,0,2322,2020/03/08 17:03:42
5901173818,304,985,2020/03/08 17:03:42
5901173827,2,1422,2020/03/08 17:03:42
5901180037,0,1517,2020/03/08 17:03:42
5901180055,0,1989,2020/03/08 17:03:42
5901180108,0,2229,2020/03/08 17:03:42
5901180126,0,888,2020/03/08 17:03:42
5901180162,0,977,2020/03/08 17:03:42
5901180215,0,723,2020/03/08 17:03:42
5901180224,0,1175,2020/03/08 17:03:42
5901180304,0,2545,2020/03/08 17:03:42
5901180322,0,860,2020/03/08 17:03:42
5901180368,0,1788,2020/03/08 17:03:42
5901182031,0,1813,2020/03/08 17:03:42
5901182068,0,2102,2020/03/08 17:03:42
5901182086,0,1288,2020/03/08 17:03:42
5901182111,0,1804,2020/03/08 17:03:42
5901182219,0,562,2020/03/08 17:03:42
5901182228,0,153,2020/03/08 17:03:42
5901182255,3,1189,2020/03/08 17:03:42
5901183323,0,1869,2020/03/08 17:03:42
5901183387,0,2107,2020/03/08 17:03:42
5901183396,0,984,2020/03/08 17:03:42
5901183510,0,2060,2020/03/08 17:03:42
5901183529,0,2076,2020/03/08 17:03:42
5901183645,0,328,2020/03/08 17:03:42
5901183672,0,21,2020/03/08 17:03:42
5901183716,0,1408,2020/03/08 17:03:42
5901183789,0,1424,2020/03/08 17:03:42
5901183798,0,781,2020/03/08 17:03:42
5901183823,0,1484,2020/03/08 17:03:42
5901183887,0,1114,2020/03/08 17:03:42
5901183896,0,555,2020/03/08 17:03:42
5901183985,6,1274,2020/03/08 17:03:42
5901184062,0,51,2020/03/08 17:03:42
5901184071,0,1629,2020/03/08 17:03:42
5901184080,0,1334,2020/03/08 17:03:42
5901184106,0,20,2020/03/08 17:03:42
5901184142,1,1596,2020/03/08 17:03:42
5901184179,84,1578,2020/03/08 17:03:42
5901184213,0,1460,2020/03/08 17:03:42
5901184222,570,2249,2020/03/08 17:03:42
5901184240,564,1067,2020/03/08 17:03:42
5901184259,0,2080,2020/03/08 17:03:42
5901184366,0,2267,2020/03/08 17:03:42
5901184375,0,1217,2020/03/08 17:03:42
5901184437,0,1404,2020/03/08 17:03:42
5901184446,25,479,2020/03/08 17:03:42
5901184455,0,14,2020/03/08 17:03:42
5901184464,0,1979,2020/03/08 17:03:42
5901184473,0,1040,2020/03/08 17:03:42
5901184491,0,244,2020/03/08 17:03:42
5901184508,0,72,2020/03/08 17:03:42
5901184517,6,931,2020/03/08 17:03:42
5901184535,0,668,2020/03/08 17:03:42
5901190024,27,1553,2020/03/08 17:03:42
5901190033,0,2637,2020/03/08 17:03:42
5901190042,0,1667,2020/03/08 17:03:42
5901190060,0,1267,2020/03/08 17:03:42
5901190079,0,1778,2020/03/08 17:03:42
5901190104,0,2592,2020/03/08 17:03:42
5901190177,0,1618,2020/03/08 17:03:42
5901190211,0,92,2020/03/08 17:03:42
5901190220,0,841,2020/03/08 17:03:42
5901190284,0,1985,2020/03/08 17:03:42
5901190408,0,1025,2020/03/08 17:03:42
5901190426,0,1754,2020/03/08 17:03:42
5901190444,0,1105,2020/03/08 17:03:42
5901190515,0,2751,2020/03/08 17:03:42
5901190668,0,2159,2020/03/08 17:03:42
5901190686,0,677,2020/03/08 17:03:42
5901190695,0,705,2020/03/08 17:03:42
5901192064,0,2175,2020/03/08 17:03:42
5901192126,0,3098,2020/03/08 17:03:42
5901192144,90,2534,2020/03/08 17:03:42
5901192153,0,1832,2020/03/08 17:03:42
5901192180,300,1990,2020/03/08 17:03:42
5901192233,0,1045,2020/03/08 17:03:42
5901192448,0,809,2020/03/08 17:03:42
5901192546,0,2161,2020/03/08 17:03:42
5901192653,6,2798,2020/03/08 17:03:42
5901192751,2,1779,2020/03/08 17:03:42
5901192822,0,725,2020/03/08 17:03:42
5901192831,0,1549,2020/03/08 17:03:42
5901192877,0,945,2020/03/08 17:03:42
5901192975,597,1743,2020/03/08 17:03:42
5901192993,0,602,2020/03/08 17:03:42
5901193025,0,1689,2020/03/08 17:03:42
5901193070,0,2236,2020/03/08 17:03:42
5901193105,0,995,2020/03/08 17:03:42
5901193123,0,1266,2020/03/08 17:03:42
5901193132,0,2053,2020/03/08 17:03:42
5901193150,0,1552,2020/03/08 17:03:42
5901193169,0,1867,2020/03/08 17:03:42
5901193178,0,2330,2020/03/08 17:03:42
5901193187,0,1312,2020/03/08 17:03:42
5901193196,0,1770,2020/03/08 17:03:42
5901193221,0,1100,2020/03/08 17:03:42
5901193230,0,1689,2020/03/08 17:03:42
5901193249,0,2483,2020/03/08 17:03:42
5901200070,15,1326,2020/03/08 17:03:42
5901200105,0,681,2020/03/08 17:03:42
5901200114,0,885,2020/03/08 17:03:42
5901200123,140,1423,2020/03/08 17:03:42
5901200141,0,681,2020/03/08 17:03:42
5901200187,0,575,2020/03/08 17:03:42
5901200490,0,1527,2020/03/08 17:03:42
5901200534,0,1255,2020/03/08 17:03:42
5901201568,0,5,2020/03/08 17:03:42
5901201675,0,1680,2020/03/08 17:03:42
5901201728,0,736,2020/03/08 17:03:42
5901201746,0,1681,2020/03/08 17:03:42
5901201755,0,1021,2020/03/08 17:03:42
5901201826,0,1725,2020/03/08 17:03:42
5901201835,0,80,2020/03/08 17:03:42
5901201871,0,1132,2020/03/08 17:03:42
5901201951,0,1164,2020/03/08 17:03:42
5901202047,4,799,2020/03/08 17:03:42
5901202154,0,945,2020/03/08 17:03:42
5901202216,0,2000,2020/03/08 17:03:42
5901202396,0,1133,2020/03/08 17:03:42
5901202583,0,296,2020/03/08 17:03:42
5901202592,0,1555,2020/03/08 17:03:42
5901202627,1,1540,2020/03/08 17:03:42
5901202645,0,1655,2020/03/08 17:03:42
5901202654,0,229,2020/03/08 17:03:42
5901202672,0,937,2020/03/08 17:03:42
5901202681,0,760,2020/03/08 17:03:42
5901202752,0,628,2020/03/08 17:03:42
5901202789,0,914,2020/03/08 17:03:42
5901202841,195,40,2020/03/08 17:03:42
5901202850,0,1201,2020/03/08 17:03:42
5901202949,0,579,2020/03/08 17:03:42
5901202958,0,90,2020/03/08 17:03:42
5901202976,0,1457,2020/03/08 17:03:42
5901202994,0,1034,2020/03/08 17:03:42
5901203026,0,1479,2020/03/08 17:03:42
5901203044,0,678,2020/03/08 17:03:42
5901203062,0,2495,2020/03/08 17:03:42
5901203071,0,310,2020/03/08 17:03:42
5901203080,0,979,2020/03/08 17:03:42
5901203106,0,789,2020/03/08 17:03:42
5901203124,0,69,2020/03/08 17:03:42
5901203160,0,61,2020/03/08 17:03:42
5901203179,0,1588,2020/03/08 17:03:42
5901203188,0,1205,2020/03/08 17:03:42
5901203204,15,1113,2020/03/08 17:03:42
5901203213,0,735,2020/03/08 17:03:42
5901203222,0,723,2020/03/08 17:03:42
5901203240,0,410,2020/03/08 17:03:42
5901203259,0,1801,2020/03/08 17:03:42
5901203268,0,2279,2020/03/08 17:03:42
5901203277,219,2408,2020/03/08 17:03:42
5901203286,0,982,2020/03/08 17:03:42
5901203295,0,85,2020/03/08 17:03:42
5901203302,0,1897,2020/03/08 17:03:42
5901203320,0,2435,2020/03/08 17:03:42
5902010016,0,1,2020/03/08 17:03:42
5902010025,0,1347,2020/03/08 17:03:42
5902011291,14,2369,2020/03/08 17:03:42
5902011308,1,1841,2020/03/08 17:03:42
5902011326,0,1176,2020/03/08 17:03:42
5902011335,0,2411,2020/03/08 17:03:42
5902020012,26,1982,2020/03/08 17:03:42
5902021153,2,1033,2020/03/08 17:03:42
5902021233,0,783,2020/03/08 17:03:42
5902021242,0,1731,2020/03/08 17:03:42
5902021331,4,1525,2020/03/08 17:03:42
5902021377,0,1684,2020/03/08 17:03:42
5902022687,0,1375,2020/03/08 17:03:42
5902022721,194,1689,2020/03/08 17:03:42
5902022749,0,2198,2020/03/08 17:03:42
5902022794,2,564,2020/03/08 17:03:42
5902022801,0,1922,2020/03/08 17:03:42
5902022829,0,249,2020/03/08 17:03:42
5902022874,0,1517,2020/03/08 17:03:42
5902022892,0,1840,2020/03/08 17:03:42
5902022972,101,1615,2020/03/08 17:03:42
5902030063,0,678,2020/03/08 17:03:42
5902030090,0,600,2020/03/08 17:03:42
5902030205,0,2811,2020/03/08 17:03:42
5902030269,0,1124,2020/03/08 17:03:42
5902030287,534,2228,2020/03/08 17:03:42
5902030303,0,817,2020/03/08 17:03:42
5902030312,0,1299,2020/03/08 17:03:42
5902030410,0,1752,2020/03/08 17:03:42
5902030634,5,1541,2020/03/08 17:03:42
5902030643,0,801,2020/03/08 17:03:42
5902031882,1,1190,2020/03/08 17:03:42
5902031999,75,2680,2020/03/08 17:03:42
5902032174,984,2680,2020/03/08 17:03:42
5902032218,0,932,2020/03/08 17:03:42
5902032227,0,1950,2020/03/08 17:03:42
5902032370,1,1290,2020/03/08 17:03:42
5902032432,19,1433,2020/03/08 17:03:42
5902032441,1118,2296,2020/03/08 17:03:42
5902032450,146,1341,2020/03/08 17:03:42
5902032487,0,1565,2020/03/08 17:03:42
5902032521,1,2028,2020/03/08 17:03:42
5902032530,79,1856,2020/03/08 17:03:42
5902032647,0,608,2020/03/08 17:03:42
5902032665,1036,1919,2020/03/08 17:03:42
5902032674,24,1208,2020/03/08 17:03:42
5902040014,1,1176,2020/03/08 17:03:42
5902040041,0,1571,2020/03/08 17:03:42
5902040050,1,25,2020/03/08 17:03:42
5902040069,0,34,2020/03/08 17:03:42
5902040087,0,1317,2020/03/08 17:03:42
5902040096,541,1685,2020/03/08 17:03:42
5902040112,1,1,2020/03/08 17:03:42
5902040185,0,224,2020/03/08 17:03:42
5902040210,66,1475,2020/03/08 17:03:42
5902040229,0,800,2020/03/08 17:03:42
5902040238,0,865,2020/03/08 17:03:42
5902040274,38,1629,2020/03/08 17:03:42
5902040498,0,2252,2020/03/08 17:03:42
5902040532,0,1954,2020/03/08 17:03:42
5902041226,0,1927,2020/03/08 17:03:42
5902042269,168,1576,2020/03/08 17:03:42
5902042376,0,959,2020/03/08 17:03:42
5902042474,1,408,2020/03/08 17:03:42
5902042492,0,288,2020/03/08 17:03:42
5902042563,0,1607,2020/03/08 17:03:42
5902042590,24,1108,2020/03/08 17:03:42
5902042657,0,1529,2020/03/08 17:03:42
5902042661,0,3,2020/03/08 17:03:42
5902042714,0,878,2020/03/08 17:03:42
5902042769,0,730,2020/03/08 17:03:42
5902050092,45,1865,2020/03/08 17:03:42
5902050154,6,2280,2020/03/08 17:03:42
5902050298,500,1766,2020/03/08 17:03:42
5902050323,0,767,2020/03/08 17:03:42
5902050350,66,2184,2020/03/08 17:03:42
5902050378,0,1361,2020/03/08 17:03:42
5902050387,760,2545,2020/03/08 17:03:42
5902050412,0,2166,2020/03/08 17:03:42
5902050467,2,2071,2020/03/08 17:03:42
5902050565,42,2478,2020/03/08 17:03:42
5902050592,22,2397,2020/03/08 17:03:42
5902050636,809,2414,2020/03/08 17:03:42
5902050681,0,1650,2020/03/08 17:03:42
5902050770,0,1860,2020/03/08 17:03:42
5902050798,2718,2334,2020/03/08 17:03:42
5902050903,25,1193,2020/03/08 17:03:42
5902050912,2,2223,2020/03/08 17:03:42
5902050958,11,2079,2020/03/08 17:03:42
5902051222,0,2204,2020/03/08 17:03:42
5902051240,1,2061,2020/03/08 17:03:42
5902051268,0,982,2020/03/08 17:03:42
5902051642,0,1821,2020/03/08 17:03:42
5902051786,1,2442,2020/03/08 17:03:42
5902051866,9,1226,2020/03/08 17:03:42
5902053833,0,1282,2020/03/08 17:03:42
5902054689,0,2136,2020/03/08 17:03:42
5902054741,0,104,2020/03/08 17:03:42
5902054858,6,1513,2020/03/08 17:03:42
5902055480,21,1013,2020/03/08 17:03:42
5902056638,0,1711,2020/03/08 17:03:42
5902056692,1658,2030,2020/03/08 17:03:42
5902056718,1322,2098,2020/03/08 17:03:42
5902056754,1005,2010,2020/03/08 17:03:42
5902056807,0,941,2020/03/08 17:03:42
5902056825,1,2219,2020/03/08 17:03:42
5902056923,1043,1847,2020/03/08 17:03:42
5902057126,0,2082,2020/03/08 17:03:42
5902057144,30,1502,2020/03/08 17:03:42
5902057162,1006,1914,2020/03/08 17:03:42
5902057288,0,1616,2020/03/08 17:03:42
5902057368,2,1902,2020/03/08 17:03:42
5902057484,0,1960,2020/03/08 17:03:42
5902057493,0,1768,2020/03/08 17:03:42
5902057500,8,1514,2020/03/08 17:03:42
5902057519,0,1613,2020/03/08 17:03:42
5902057546,0,1700,2020/03/08 17:03:42
5902057680,22,1100,2020/03/08 17:03:42
5902057733,0,1805,2020/03/08 17:03:42
5902057822,0,452,2020/03/08 17:03:42
5902057831,0,1992,2020/03/08 17:03:42
5902057902,0,2351,2020/03/08 17:03:42
5902057920,0,228,2020/03/08 17:03:42
5902057939,0,1425,2020/03/08 17:03:42
5902057948,594,1062,2020/03/08 17:03:42
5902060025,0,1035,2020/03/08 17:03:42
5902060132,2,1836,2020/03/08 17:03:42
5902060150,0,2097,2020/03/08 17:03:42
5902061540,0,1578,2020/03/08 17:03:42
5902061577,0,1131,2020/03/08 17:03:42
5902061899,0,1056,2020/03/08 17:03:42
5902071528,5,1773,2020/03/08 17:03:42
5902071537,0,1841,2020/03/08 17:03:42
5902071546,0,1492,2020/03/08 17:03:42
5902080036,115,2822,2020/03/08 17:03:42
5902080287,1,1636,2020/03/08 17:03:42
5902080312,0,1613,2020/03/08 17:03:42
5902080376,1,1949,2020/03/08 17:03:42
5902080465,0,2085,2020/03/08 17:03:42
5902080474,0,1975,2020/03/08 17:03:42
5902080518,0,1027,2020/03/08 17:03:42
5902080527,1,1593,2020/03/08 17:03:42
5902080545,0,839,2020/03/08 17:03:42
5902080616,0,1987,2020/03/08 17:03:42
5902080741,0,1810,2020/03/08 17:03:42
5902080803,1,2445,2020/03/08 17:03:42
5902080858,0,2343,2020/03/08 17:03:42
5902081015,1,1474,2020/03/08 17:03:42
5902081186,0,2106,2020/03/08 17:03:42
5902081328,0,2254,2020/03/08 17:03:42
5902083457,0,1692,2020/03/08 17:03:42
5902083582,3,642,2020/03/08 17:03:42
5902083591,1,2210,2020/03/08 17:03:42
5902084703,0,972,2020/03/08 17:03:42
5902084749,168,2477,2020/03/08 17:03:42
5902084776,1,2271,2020/03/08 17:03:42
5902084785,0,990,2020/03/08 17:03:42
5902084801,0,2357,2020/03/08 17:03:42
5902085031,0,1741,2020/03/08 17:03:42
5902085139,1,1916,2020/03/08 17:03:42
5902085148,2,1928,2020/03/08 17:03:42
5902085166,57,1694,2020/03/08 17:03:42
5902085184,144,2294,2020/03/08 17:03:42
5902085228,409,2813,2020/03/08 17:03:42
5902085308,0,660,2020/03/08 17:03:42
5902085344,14,2104,2020/03/08 17:03:42
5902085371,218,1966,2020/03/08 17:03:42
5902090032,0,2134,2020/03/08 17:03:42
